Countyfp,Blkgrpce,Funcstat,Geoid,Latitude,Longitude,Mtfcc,Namelsad,Statefp,Tractce,Aland,Awater,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
1,2,S,60014414022,37.5807706,-122.0398239,G5030,Block Group 2,6,441402,601049,0,37.580844,-122.039708,1,rooftop,34082,Cavendish Pl,,,Fremont,CA,Alameda County,94555,US,Alameda
1,3,S,60014414023,37.5827057,-122.0320407,G5030,Block Group 3,6,441402,401428,0,37.58262,-122.031896,1,rooftop,34335,Dobson Way,,,Fremont,CA,Alameda County,94555,US,Alameda
1,2,S,60014445002,37.537352,-122.0245245,G5030,Block Group 2,6,444500,583534,0,37.537174,-122.024319,1,rooftop,5800,Forbes Dr,,,Newark,CA,Alameda County,94560,US,Alameda
1,1,S,60014444001,37.5406506,-122.0302118,G5030,Block Group 1,6,444400,290302,0,37.540586,-122.030241,1,rooftop,36761,Munyan St,,,Newark,CA,Alameda County,94560,US,Alameda
1,2,S,60014444002,37.5364959,-122.0350807,G5030,Block Group 2,6,444400,337385,0,37.536388,-122.034997,1,rooftop,6274,Noel Ave,,,Newark,CA,Alameda County,94560,US,Alameda
1,3,S,60014445003,37.5328146,-122.0282887,G5030,Block Group 3,6,444500,434212,0,37.533039,-122.028792,1,rooftop,6279,Baine Ave,,,Newark,CA,Alameda County,94560,US,Alameda
1,3,S,60014099003,37.7620676,-122.1318066,G5030,Block Group 3,6,409900,1885314,0,37.76136,-122.131958,1,rooftop,69,Donna Way,,,Oakland,CA,Alameda County,94605,US,Alameda
1,3,S,60014444003,37.5328016,-122.0392743,G5030,Block Group 3,6,444400,400068,0,37.532713,-122.039416,1,rooftop,36717,Olive St,,,Newark,CA,Alameda County,94560,US,Alameda
1,4,S,60014046004,37.8159582,-122.1905688,G5030,Block Group 4,6,404600,3186606,0,37.815874,-122.190692,1,rooftop,68,Weybridge Ct,,,Oakland,CA,Alameda County,94611,US,Alameda
1,1,S,60014102001,37.7488168,-122.1601561,G5030,Block Group 1,6,410200,265551,0,37.748928,-122.160244,1,rooftop,2316,98th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda
1,3,S,60014307003,37.7041516,-122.0858781,G5030,Block Group 3,6,430700,338895,0,37.704191,-122.085758,1,rooftop,3635,La Costa Ave,,,Castro Valley,CA,Alameda County,94546,US,Alameda
1,2,S,60014308002,37.7015784,-122.0641475,G5030,Block Group 2,6,430800,308384,0,37.7017,-122.064303,1,rooftop,4373,Gregory St,,,Castro Valley,CA,Alameda County,94546,US,Alameda
1,4,S,60014308004,37.6976184,-122.0696899,G5030,Block Group 4,6,430800,502627,0,37.697832,-122.069668,1,rooftop,20283,Forest Ave,,,Castro Valley,CA,Alameda County,94546,US,Alameda
1,1,S,60014309001,37.6987393,-122.0787311,G5030,Block Group 1,6,430900,569765,0,37.698834,-122.078749,1,rooftop,20121,Santa Maria Ave,,,Castro Valley,CA,Alameda County,94546,US,Alameda
1,1,S,60014310001,37.6929482,-122.0726721,G5030,Block Group 1,6,431000,459120,0,37.693211,-122.072415,1,rooftop,20998,Redwood Rd,,,Castro Valley,CA,Alameda County,94546,US,Alameda
1,3,S,60014366013,37.6523337,-122.0751308,G5030,Block Group 3,6,436601,353990,0,37.652269,-122.075177,1,rooftop,408,Custer Rd,,,Hayward,CA,Alameda County,94544,US,City of Hayward and Fairview. Licensed for Public Use
1,2,S,60014310002,37.6929153,-122.0838222,G5030,Block Group 2,6,431000,495090,0,37.693022,-122.08352,1,rooftop,21035,Baker Rd,,,Castro Valley,CA,Alameda County,94546,US,Alameda
1,1,S,60014312001,37.6871445,-122.0765942,G5030,Block Group 1,6,431200,441701,0,37.687255,-122.076529,1,rooftop,2309,Reading Ave,,,Castro Valley,CA,Alameda County,94546,US,Alameda
1,3,S,60014364013,37.6706557,-122.0648331,G5030,Block Group 3,6,436401,872165,0,37.670998,-122.064957,1,rooftop,24391,Israel Ct,,,Hayward,CA,Alameda County,94541,US,City of Hayward and Fairview. Licensed for Public Use
1,1,S,60014364021,37.6705252,-122.0415662,G5030,Block Group 1,6,436402,2316371,0,37.670482,-122.041503,1,rooftop,3489,Bridle Dr,,,Hayward,CA,Alameda County,94541,US,City of Hayward and Fairview. Licensed for Public Use
1,1,S,60014365001,37.6592502,-122.074963,G5030,Block Group 1,6,436500,608979,0,37.659234,-122.074984,1,rooftop,825,Orchard Ave,,,Hayward,CA,Alameda County,94544,US,Alameda
1,1,S,60014366011,37.6597173,-122.0829621,G5030,Block Group 1,6,436601,308832,0,37.659687,-122.08302,1,rooftop,436,Glade St,,,Hayward,CA,Alameda County,94544,US,Alameda
1,2,S,60014366012,37.6583585,-122.0790758,G5030,Block Group 2,6,436601,420757,0,37.658382,-122.079057,1,rooftop,24835,Joyce St,,,Hayward,CA,Alameda County,94544,US,Alameda
1,1,S,60014415011,37.5768133,-122.0649586,G5030,Block Group 1,6,441501,808102,0,37.576982,-122.065045,1,rooftop,4549,Oakdale St,,,Union City,CA,Alameda County,94587,US,Alameda
1,2,S,60014415032,37.5605864,-122.0593254,G5030,Block Group 2,6,441503,242923,0,37.560541,-122.059301,1,rooftop,34229,Tupelo St,,,Fremont,CA,Alameda County,94555,US,Alameda
1,1,S,60014502001,37.7231391,-121.9188258,G5030,Block Group 1,6,450200,705547,0,37.723013,-121.919116,1,rooftop,7916,S Lake Dr,,,Dublin,CA,Alameda County,94568,US,Alameda
1,1,S,60014503001,37.7182539,-121.9236508,G5030,Block Group 1,6,450300,972542,0,37.718232,-121.923664,1,rooftop,7012,Brighton Dr,,,Dublin,CA,Alameda County,94568,US,Alameda
1,2,S,60014503002,37.7074132,-121.9150531,G5030,Block Group 2,6,450300,2094871,0,37.707392,-121.914729,1,rooftop,6701,Sierra Ct,,,Dublin,CA,Alameda County,94568,US,Alameda
1,4,S,60014506044,37.6781721,-121.8889703,G5030,Block Group 4,6,450604,237186,0,37.678157,-121.889214,1,rooftop,2547,Willowren Way,,,Pleasanton,CA,Alameda County,94566,US,Alameda
1,1,S,60014507011,37.651302,-121.8750763,G5030,Block Group 1,6,450701,663656,0,37.650934,-121.875177,1,rooftop,392,Mission Dr,,,Pleasanton,CA,Alameda County,94566,US,Alameda
1,3,S,60014065003,37.7852273,-122.218786,G5030,Block Group 3,6,406500,251514,0,37.785183,-122.218766,1,rooftop,2239,34th Ave,,,Oakland,CA,Alameda County,94601,US,Alameda
1,2,S,60014276002,37.7771422,-122.2830946,G5030,Block Group 2,6,427600,271454,0,37.777208,-122.282941,1,rooftop,462,Buena Vista Ave,,,Alameda,CA,Alameda County,94501,US,Alameda
1,2,S,60014283012,37.7337086,-122.2433098,G5030,Block Group 2,6,428301,168488,0,37.733689,-122.243322,1,rooftop,3170,Fir Ave,,,Alameda,CA,Alameda County,94502,US,Alameda
1,2,S,60014024002,37.8101505,-122.281949,G5030,Block Group 2,6,402400,90089,0,37.81012,-122.282196,1,rooftop,1536,Filbert St,,,Oakland,CA,Alameda County,94607,US,Alameda
1,1,S,60014022001,37.8110283,-122.293106,G5030,Block Group 1,6,402200,171731,0,37.810975,-122.293217,1,rooftop,1451,14th St,,,Oakland,CA,Alameda County,94607,US,Alameda
1,2,S,60014022002,37.8069067,-122.2949686,G5030,Block Group 2,6,402200,112638,0,37.807043,-122.294939,1,rooftop,1473,9th St,,,Oakland,CA,Alameda County,94607,US,Alameda
1,1,S,60014024001,37.8127164,-122.2826432,G5030,Block Group 1,6,402400,246922,0,37.812611,-122.282363,1,rooftop,1908,Linden St,,,Oakland,CA,Alameda County,94607,US,Alameda
1,1,S,60014025001,37.8066561,-122.2844438,G5030,Block Group 1,6,402500,263581,0,37.806723,-122.284493,1,rooftop,1026,Linden St,,,Oakland,CA,Alameda County,94607,US,Alameda
1,4,S,60014402004,37.6040508,-122.0215947,G5030,Block Group 4,6,440200,244239,0,37.603991,-122.021579,1,rooftop,33409,4th St,,,Union City,CA,Alameda County,94587,US,City of Hayward and Fairview. Licensed for Public Use
1,2,S,60014025002,37.8033357,-122.285651,G5030,Block Group 2,6,402500,101873,0,37.803648,-122.285846,1,rooftop,1050,7th St,,,Oakland,CA,Alameda County,94607,US,Alameda
1,2,S,60014067002,37.799558,-122.2007395,G5030,Block Group 2,6,406700,154047,0,37.799605,-122.200629,1,rooftop,3062,Arizona St,,,Oakland,CA,Alameda County,94602,US,Alameda
1,3,S,60014067003,37.7998603,-122.2073513,G5030,Block Group 3,6,406700,360059,0,37.799969,-122.207638,1,rooftop,3707,Coolidge Ave,,,Oakland,CA,Alameda County,94602,US,Alameda
1,4,S,60014099004,37.7518334,-122.121086,G5030,Block Group 4,6,409900,638301,0,37.752054,-122.121321,1,rooftop,4731,Grass Valley Rd,,,Oakland,CA,Alameda County,94605,US,Alameda
1,3,S,60014100003,37.7525929,-122.1412317,G5030,Block Group 3,6,410000,1556176,0,37.749524,-122.137424,0.95,nearest_street,64,Edgemont Way,,,Oakland,CA,Alameda County,94605,US,TIGER/Line® dataset from the US Census Bureau
1,1,S,60014101001,37.7505798,-122.1561119,G5030,Block Group 1,6,410100,328700,0,37.750706,-122.156077,1,rooftop,2570,98th Ave,,,Oakland,CA,Alameda County,94605,US,Alameda
1,2,S,60014101002,37.7459053,-122.1516669,G5030,Block Group 2,6,410100,455737,0,37.746041,-122.151624,1,rooftop,10320,Shaw St,,,Oakland,CA,Alameda County,94605,US,Alameda
1,2,S,60014102002,37.7437283,-122.1560801,G5030,Block Group 2,6,410200,164563,0,37.743716,-122.156214,1,rooftop,10316,Longfellow Ave,,,Oakland,CA,Alameda County,94603,US,Alameda
1,3,S,60014102003,37.7409878,-122.1532464,G5030,Block Group 3,6,410200,155731,0,37.740846,-122.153207,1,rooftop,2374,108th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda
1,1,S,60014103001,37.7483172,-122.1637669,G5030,Block Group 1,6,410300,171700,0,37.748342,-122.163685,1,rooftop,9711,Sunnyside St,,,Oakland,CA,Alameda County,94603,US,Alameda
1,2,S,60014103002,37.7463439,-122.1652271,G5030,Block Group 2,6,410300,207247,0,37.746049,-122.165175,1,rooftop,1800,98th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda
1,3,S,60014429003,37.5154755,-121.9735632,G5030,Block Group 3,6,442900,806661,0,37.515424,-121.973698,1,rooftop,5653,Antone Rd,,,Fremont,CA,Alameda County,94538,US,Alameda
1,2,S,60014100002,37.7455903,-122.1343439,G5030,Block Group 2,6,410000,2468191,0,37.745414,-122.134133,1,rooftop,11233,Kerrigan Dr,,,Oakland,CA,Alameda County,94605,US,Alameda
1,1,S,60014215001,37.8943823,-122.256187,G5030,Block Group 1,6,421500,663969,0,37.894426,-122.256286,1,rooftop,1020,Middlefield Rd,,,Berkeley,CA,Alameda County,94708,US,Alameda
1,1,S,60014042001,37.8399182,-122.2280405,G5030,Block Group 1,6,404200,414198,0,37.839931,-122.227863,1,rooftop,190,Modoc Ave,,,Oakland,CA,Alameda County,94618,US,Alameda
1,1,S,60014351021,37.6590089,-122.0411052,G5030,Block Group 1,6,435102,1668211,0,37.657782,-122.041227,0.99,rooftop,27078,Parkside Dr,,,Hayward,CA,Alameda County,94542,US,Alameda
1,1,S,60014277001,37.7735147,-122.2785865,G5030,Block Group 1,6,427700,121445,0,37.773528,-122.278637,1,rooftop,615,Santa Clara Ave,,,Alameda,CA,Alameda County,94501,US,Alameda
1,2,S,60014223002,37.8740621,-122.2779418,G5030,Block Group 2,6,422300,241982,0,37.874096,-122.278102,1,rooftop,1734,McGee Ave,,,Berkeley,CA,Alameda County,94703,US,Alameda
1,3,S,60014507013,37.5511338,-121.8054596,G5030,Block Group 3,6,450701,258936974,3639977,37.551134,-121.80546,0.1,nearest_place,,,,,Sunol,CA,Alameda County,94586,US,TIGER/Line® dataset from the US Census Bureau
1,4,S,60014506034,37.6915396,-121.9121482,G5030,Block Group 4,6,450603,2819514,0,37.689647,-121.911268,0.96,nearest_street,6410,Herrin Way,,,Pleasanton,CA,Alameda County,94588,US,TIGER/Line® dataset from the US Census Bureau
1,4,S,60014422004,37.5257682,-121.9466158,G5030,Block Group 4,6,442200,1652549,0,37.525493,-121.948183,0.99,rooftop,3200,Osgood Cm,,,Fremont,CA,Alameda County,94539,US,Alameda
1,1,S,60014423011,37.526207,-121.9648242,G5030,Block Group 1,6,442301,621038,0,37.52628,-121.964491,1,rooftop,41631,Sherwood St,,,Fremont,CA,Alameda County,94538,US,Alameda
1,3,S,60014423013,37.5282371,-121.9558029,G5030,Block Group 3,6,442301,422197,0,37.527924,-121.955931,1,rooftop,41515,Roberts Ave,,,Fremont,CA,Alameda County,94538,US,Alameda
1,1,S,60014426011,37.547665,-121.9955081,G5030,Block Group 1,6,442601,536682,0,37.547623,-121.995425,1,rooftop,38672,Kimbro St,,,Fremont,CA,Alameda County,94536,US,Alameda
1,2,S,60014426012,37.5415107,-121.9994534,G5030,Block Group 2,6,442601,644898,0,37.541423,-121.999467,1,rooftop,4731,Mildred Dr,,,Fremont,CA,Alameda County,94536,US,Alameda
1,1,S,60014431041,37.5279296,-121.9268469,G5030,Block Group 1,6,443104,700388,0,37.528092,-121.926878,1,rooftop,43456,Laurel Glen Cm,,,Fremont,CA,Alameda County,94539,US,Alameda
1,2,S,60014433212,37.4910018,-121.9240468,G5030,Block Group 2,6,443321,465824,0,37.490918,-121.92398,1,rooftop,46776,Fernald St,,,Fremont,CA,Alameda County,94539,US,Alameda
1,2,S,60014048002,37.8067164,-122.2139291,G5030,Block Group 2,6,404800,378242,0,37.806605,-122.213906,1,rooftop,3929,Lyman Rd,,,Oakland,CA,Alameda County,94602,US,Alameda
1,1,S,60014049001,37.8078486,-122.2171907,G5030,Block Group 1,6,404900,236315,0,37.807985,-122.217111,1,rooftop,1346,El Centro Ave,,,Oakland,CA,Alameda County,94602,US,Alameda
1,2,S,60014049002,37.8018564,-122.2191471,G5030,Block Group 2,6,404900,239117,0,37.801837,-122.219403,1,rooftop,1771,Evers Ave,,,Oakland,CA,Alameda County,94602,US,Alameda
1,3,S,60014049003,37.8017903,-122.2252349,G5030,Block Group 3,6,404900,227608,0,37.801941,-122.225223,1,rooftop,1515,Excelsior Ave,,,Oakland,CA,Alameda County,94602,US,Alameda
1,4,S,60014049004,37.8048105,-122.2238912,G5030,Block Group 4,6,404900,308145,0,37.804799,-122.22368,1,rooftop,3926,Randolph Ave,,,Oakland,CA,Alameda County,94602,US,Alameda
1,1,S,60014082001,37.7775115,-122.1764107,G5030,Block Group 1,6,408200,372649,0,37.777622,-122.176344,1,rooftop,3690,Delmont Ave,,,Oakland,CA,Alameda County,94605,US,Alameda
1,2,S,60014082002,37.7726987,-122.173173,G5030,Block Group 2,6,408200,366607,0,37.772709,-122.172976,1,rooftop,6848,Outlook Ave,,,Oakland,CA,Alameda County,94605,US,Alameda
1,3,S,60014082003,37.7749902,-122.1790656,G5030,Block Group 3,6,408200,162509,0,37.775078,-122.179099,1,rooftop,3363,64th Ave,,,Oakland,CA,Alameda County,94605,US,Alameda
1,1,S,60014083001,37.7771723,-122.1694776,G5030,Block Group 1,6,408300,261020,0,37.777048,-122.169349,1,rooftop,3962,Delmont Ave,,,Oakland,CA,Alameda County,94605,US,Alameda
1,1,S,60014216001,37.8858358,-122.2501011,G5030,Block Group 1,6,421600,423375,0,37.885818,-122.250136,1,rooftop,1346,Grizzly Peak Blvd,,,Berkeley,CA,Alameda County,94708,US,Alameda
1,3,S,60014216003,37.8834851,-122.2642023,G5030,Block Group 3,6,421600,220516,0,37.883458,-122.264311,1,rooftop,1336,Bay View Pl,,,Berkeley,CA,Alameda County,94708,US,Alameda
1,4,S,60014216004,37.8807078,-122.2615815,G5030,Block Group 4,6,421600,183025,0,37.880662,-122.261785,1,rooftop,1530,Euclid Ave,,,Berkeley,CA,Alameda County,94708,US,Alameda
1,1,S,60014217001,37.8837471,-122.2704017,G5030,Block Group 1,6,421700,288242,0,37.883548,-122.270564,1,rooftop,1301,Henry St,,,Berkeley,CA,Alameda County,94709,US,Berkeley
1,2,S,60014217002,37.8810108,-122.2700695,G5030,Block Group 2,6,421700,144111,0,37.880999,-122.270082,1,rooftop,1425,Henry St,,,Berkeley,CA,Alameda County,94709,US,Alameda
1,1,S,60014218001,37.88122,-122.27624,G5030,Block Group 1,6,421800,276209,0,37.881368,-122.276184,1,rooftop,1801,Rose St,,,Berkeley,CA,Alameda County,94703,US,Alameda
1,2,S,60014218002,37.879262,-122.2803471,G5030,Block Group 2,6,421800,252268,0,37.879324,-122.280413,1,rooftop,1411,California St,,,Berkeley,CA,Alameda County,94703,US,Alameda
1,1,S,60014219001,37.8805472,-122.2870362,G5030,Block Group 1,6,421900,217220,0,37.8806,-122.287081,1,rooftop,1300,Ordway St,,,Berkeley,CA,Alameda County,94702,US,Alameda
1,3,S,60014261003,37.8162083,-122.2181111,G5030,Block Group 3,6,426100,682862,0,37.816094,-122.217909,1,rooftop,111,Sandringham Rd,,,Piedmont,CA,Alameda County,94611,US,Alameda
1,4,S,60014261004,37.8205435,-122.2337204,G5030,Block Group 4,6,426100,459376,0,37.820248,-122.2333,1,rooftop,104,Requa Rd,,,Piedmont,CA,Alameda County,94611,US,Alameda
1,6,S,60014261006,37.8214281,-122.2200049,G5030,Block Group 6,6,426100,563853,0,37.821416,-122.219687,1,rooftop,12,Glen Alpine Rd,,,Piedmont,CA,Alameda County,94611,US,Alameda
1,1,S,60014332001,37.6972492,-122.1428224,G5030,Block Group 1,6,433200,551277,0,37.697233,-122.142952,1,rooftop,850,Serra Dr,,,San Leandro,CA,Alameda County,94578,US,Alameda
1,4,S,60014332004,37.7068032,-122.1534838,G5030,Block Group 4,6,433200,1841873,0,37.706795,-122.153707,1,rooftop,2939,Alvarado St,,,San Leandro,CA,Alameda County,94577,US,Alameda
1,1,S,60014333001,37.6938812,-122.1474235,G5030,Block Group 1,6,433300,468626,0,37.694216,-122.147629,1,rooftop,14900,Zelma St,,,San Leandro,CA,Alameda County,94579,US,Alameda
1,1,S,60014426021,37.5526246,-122.0022174,G5030,Block Group 1,6,442602,409094,0,37.55257,-122.002375,1,rooftop,4218,Lombard Ave,,,Fremont,CA,Alameda County,94536,US,Alameda
1,1,S,60014379001,37.6399221,-122.0575614,G5030,Block Group 1,6,437900,280738,0,37.640026,-122.057681,1,rooftop,28000,Mission Blvd,,,Hayward,CA,Alameda County,94544,US,Alameda
1,2,S,60014380002,37.6184949,-122.0319256,G5030,Block Group 2,6,438000,342891,0,37.618432,-122.031748,1,rooftop,665,Elizabeth Way,,,Hayward,CA,Alameda County,94544,US,City of Hayward and Fairview. Licensed for Public Use
1,1,S,60014381001,37.6236876,-122.0457651,G5030,Block Group 1,6,438100,701958,0,37.623895,-122.045809,1,rooftop,324,Arrowhead Way,,,Hayward,CA,Alameda County,94544,US,Alameda
1,2,S,60014381002,37.6201763,-122.0411236,G5030,Block Group 2,6,438100,275007,0,37.620096,-122.04101,1,rooftop,293,Fairway St,,,Hayward,CA,Alameda County,94544,US,City of Hayward and Fairview. Licensed for Public Use
1,4,S,60014381004,37.6149694,-122.0348198,G5030,Block Group 4,6,438100,363628,0,37.615299,-122.034738,1,rooftop,355,Inwood Ln,,,Hayward,CA,Alameda County,94544,US,Alameda
1,6,S,60014381006,37.6111599,-122.0337692,G5030,Block Group 6,6,438100,208046,0,37.611113,-122.033682,1,rooftop,122,Lafayette Ave,,,Hayward,CA,Alameda County,94544,US,City of Hayward and Fairview. Licensed for Public Use
1,1,S,60014424001,37.537281,-121.9711409,G5030,Block Group 1,6,442400,304317,0,37.537343,-121.971325,1,rooftop,4112,Margery Dr,,,Fremont,CA,Alameda County,94538,US,Alameda
1,2,S,60014424002,37.5336122,-121.9724353,G5030,Block Group 2,6,442400,420869,0,37.533594,-121.972364,1,rooftop,4397,Millard Ave,,,Fremont,CA,Alameda County,94538,US,Alameda
1,3,S,60014424003,37.526477,-121.973268,G5030,Block Group 3,6,442400,476364,0,37.526417,-121.973257,1,rooftop,4741,Stratford Ave,,,Fremont,CA,Alameda County,94538,US,Alameda
1,2,S,60014507412,37.6605317,-121.8645658,G5030,Block Group 2,6,450741,643355,0,37.660708,-121.864694,1,rooftop,448,Amador Ct,,,Pleasanton,CA,Alameda County,94566,US,Alameda
1,3,S,60014507413,37.6556119,-121.8673679,G5030,Block Group 3,6,450741,805371,0,37.655564,-121.867479,1,rooftop,675,E Angela St,,,Pleasanton,CA,Alameda County,94566,US,Alameda
1,1,S,60014507421,37.6585584,-121.8554107,G5030,Block Group 1,6,450742,616537,0,37.658363,-121.855369,1,rooftop,940,Riesling Dr,,,Pleasanton,CA,Alameda County,94566,US,Alameda
1,2,S,60014507422,37.6601301,-121.8490755,G5030,Block Group 2,6,450742,643374,0,37.66013,-121.849188,1,rooftop,924,Madeira Dr,,,Pleasanton,CA,Alameda County,94566,US,Alameda
1,2,S,60014262002,37.8227097,-122.2387865,G5030,Block Group 2,6,426200,618378,0,37.822871,-122.238995,1,rooftop,332,Jerome Ave,,,Piedmont,CA,Alameda County,94610,US,Alameda
1,1,S,60014093001,37.7414834,-122.1711293,G5030,Block Group 1,6,409300,222001,0,37.741322,-122.171036,1,rooftop,1264,100th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda
1,3,S,60014201003,37.8923281,-122.2899483,G5030,Block Group 3,6,420100,129918,0,37.892262,-122.289863,1,rooftop,815,Carmel Ave,,,Albany,CA,Alameda County,94706,US,Alameda
1,1,S,60014050001,37.8104871,-122.2191725,G5030,Block Group 1,6,405000,160445,0,37.810605,-122.219057,1,rooftop,1130,El Centro Ave,,,Oakland,CA,Alameda County,94602,US,Alameda
1,3,S,60014050003,37.8065966,-122.2340299,G5030,Block Group 3,6,405000,378082,0,37.806576,-122.234079,1,rooftop,1091,Brookwood Rd,,,Oakland,CA,Alameda County,94610,US,Alameda
1,1,S,60014051001,37.8111,-122.2261253,G5030,Block Group 1,6,405100,325887,0,37.811106,-122.226125,1,rooftop,1155,Sunnyhills Rd,,,Oakland,CA,Alameda County,94610,US,Alameda
1,2,S,60014051002,37.8097578,-122.2318657,G5030,Block Group 2,6,405100,198573,0,37.809726,-122.231888,1,rooftop,977,Longridge Rd,,,Oakland,CA,Alameda County,94610,US,Alameda
1,3,S,60014051003,37.8097878,-122.2378241,G5030,Block Group 3,6,405100,282514,0,37.809689,-122.237874,1,rooftop,752,Longridge Rd,,,Oakland,CA,Alameda County,94610,US,Alameda
1,2,S,60014083002,37.772157,-122.1608071,G5030,Block Group 2,6,408300,465631,0,37.772577,-122.161126,1,rooftop,7632,Valentine St,,,Oakland,CA,Alameda County,94605,US,Alameda
1,3,S,60014083003,37.7696737,-122.1636488,G5030,Block Group 3,6,408300,403907,0,37.769737,-122.1636,1,rooftop,7742,Sunkist Dr,,,Oakland,CA,Alameda County,94605,US,Alameda
1,4,S,60014083004,37.765542,-122.1645636,G5030,Block Group 4,6,408300,194701,0,37.765589,-122.164817,1,rooftop,7938,Ney Ave,,,Oakland,CA,Alameda County,94605,US,Alameda
1,5,S,60014083005,37.7689505,-122.1684568,G5030,Block Group 5,6,408300,196411,0,37.769017,-122.16846,1,rooftop,2933,76th Ave,,,Oakland,CA,Alameda County,94605,US,Alameda
1,1,S,60014084001,37.7665835,-122.1732192,G5030,Block Group 1,6,408400,191570,0,37.766684,-122.173386,1,rooftop,2657,75th Ave,,,Oakland,CA,Alameda County,94605,US,Alameda
1,3,S,60014084003,37.7628958,-122.1688653,G5030,Block Group 3,6,408400,227257,0,37.762894,-122.168899,1,rooftop,2363,80th Ave,,,Oakland,CA,Alameda County,94605,US,Alameda
1,2,S,60014085002,37.7606976,-122.1747594,G5030,Block Group 2,6,408500,263385,0,37.761546,-122.175531,0.99,rooftop,7701,Krause Ave,,,Oakland,CA,Alameda County,94605,US,Alameda
1,2,S,60014219002,37.8775933,-122.286693,G5030,Block Group 2,6,421900,233184,0,37.877669,-122.286764,1,rooftop,1365,Rose St,,,Berkeley,CA,Alameda County,94702,US,Berkeley
1,3,S,60014219003,37.8788161,-122.2918896,G5030,Block Group 3,6,421900,206314,0,37.878777,-122.292097,1,rooftop,1414,Santa Fe Ave,,,Berkeley,CA,Alameda County,94702,US,Alameda
1,4,S,60014219004,37.8812516,-122.2935944,G5030,Block Group 4,6,421900,198368,0,37.881181,-122.29357,1,rooftop,1145,Gilman St,,,Albany,CA,Alameda County,94706,US,Alameda
1,1,S,60014220001,37.8592091,-122.3016412,G5030,Block Group 1,6,422000,3316851,5864364,37.859339,-122.298301,0.96,nearest_street,700,Dwight Way,,,Berkeley,CA,Alameda County,94710,US,TIGER/Line® dataset from the US Census Bureau
1,2,S,60014221002,37.8715624,-122.2959655,G5030,Block Group 2,6,422100,352205,0,37.871477,-122.296165,1,rooftop,929,Delaware St,,,Berkeley,CA,Alameda County,94710,US,Alameda
1,1,S,60014262001,37.8279366,-122.239848,G5030,Block Group 1,6,426200,455359,0,37.827905,-122.239886,1,rooftop,6,Lorita Ave,,,Piedmont,CA,Alameda County,94611,US,Alameda
1,1,S,60014272001,37.7691393,-122.2418403,G5030,Block Group 1,6,427200,206469,0,37.769254,-122.241833,1,rooftop,2255,Buena Vista Ave,,,Alameda,CA,Alameda County,94501,US,Alameda
1,3,S,60014262003,37.8234933,-122.245942,G5030,Block Group 3,6,426200,284475,0,37.823507,-122.245732,1,rooftop,309,Howard Ave,,,Piedmont,CA,Alameda County,94611,US,Alameda
1,1,S,60014271001,37.768056,-122.2359891,G5030,Block Group 1,6,427100,364646,28917,37.768261,-122.235771,1,rooftop,2520,Clement Ave,,,Alameda,CA,Alameda County,94501,US,Alameda
1,3,S,60014271003,37.7592902,-122.2279797,G5030,Block Group 3,6,427100,453111,139283,37.759519,-122.227697,1,rooftop,3246,Thompson Ave,,,Alameda,CA,Alameda County,94501,US,Alameda
1,4,S,60014334004,37.6812579,-122.1676758,G5030,Block Group 4,6,433400,2873779,0,37.681142,-122.162112,0.94,nearest_street,15366,Snowy Plover Ct,,,San Leandro,CA,Alameda County,94579,US,TIGER/Line® dataset from the US Census Bureau
1,2,S,60014272002,37.7713533,-122.2470754,G5030,Block Group 2,6,427200,252863,0,37.771289,-122.247211,1,rooftop,1721,Willow St,,,Alameda,CA,Alameda County,94501,US,Alameda
1,3,S,60014272003,37.7733264,-122.2519187,G5030,Block Group 3,6,427200,166540,0,37.773371,-122.25188,1,rooftop,1812,Buena Vista Ave,,,Alameda,CA,Alameda County,94501,US,Alameda
1,5,S,60014333005,37.695004,-122.1546022,G5030,Block Group 5,6,433300,335221,0,37.69503,-122.154654,1,rooftop,1312,Purdue St,,,San Leandro,CA,Alameda County,94579,US,Alameda
1,1,S,60014334001,37.6965597,-122.1702013,G5030,Block Group 1,6,433400,1357740,0,37.696248,-122.170338,1,rooftop,14441,Griffith St,,,San Leandro,CA,Alameda County,94577,US,Alameda
1,1,S,60014335001,37.6883961,-122.1582148,G5030,Block Group 1,6,433500,357070,0,37.688351,-122.158128,1,rooftop,1586,Dayton Ave,,,San Leandro,CA,Alameda County,94579,US,Alameda
1,2,S,60014382012,37.6239354,-122.076747,G5030,Block Group 2,6,438201,420485,0,37.623918,-122.076756,1,rooftop,1569,Balein Ct,,,Hayward,CA,Alameda County,94544,US,Alameda
1,1,S,60014383001,37.62881,-122.08476,G5030,Block Group 1,6,438300,261615,0,37.628878,-122.084694,1,rooftop,27627,La Porte Ave,,,Hayward,CA,Alameda County,94545,US,City of Hayward and Fairview. Licensed for Public Use
1,2,S,60014383002,37.6270583,-122.087777,G5030,Block Group 2,6,438300,327527,0,37.626922,-122.087968,1,rooftop,27765,Decatur Way,,,Hayward,CA,Alameda County,94545,US,Alameda
